no,kategori,subkategori,location/city,nama,deskripsi,address,contact,url,lat,lng
388,Sponsor,Mining,"Komplek Perkantoran Red Top E 7-9
Jalan Raya Pecenongan
No.72 , Kebon Kelapa
Central Jakarta - 10120
Phone: +6221 351 9380
Fax: +6221 345 3704
Email: corporate.secretary@ckra.co.id
www.ckra.co.id",Cakra Mineral,"PT Cakra Mineral Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak dalam bidang manufaktur dan ekspor bijih besi dan pasir logam zirkon yang beroperasi di Sumatera Barat dan Kalimantan Tengah. Perusahaan ini merupakan perusahaan pertambangan terintegrasi dengan segmen usaha mulai dari eksplorasi, penambangan, pengolahan hingga pemasaran. Ruang lingkup kegiatan Cakra Mineral terdiri dari pertambangan, perindustrian, perdagangan, pengangkutan dan jasa. Perusahaan ini sebelumnya bernama Citra Kebun Raya Agri.",,,,,
389,Sponsor,Mining,"Plaza Asia 6th Floor
Jalan Jenderal Sudirman Kav. 59
Jakarta - 12190
Phone: +62 21 515 3533
Fax: +62 21 515 3753
Email: corsec@centralomega.com
www.centralomega.com",Central Omega Resources,"PT Central Omega Resources Tbk adalah perusahaan Indonesia yang bergerak di bidang pertambangan melalui eksplorasi, eksploitasi, pengangkutan dan perdagangan hasil pertambangan, seperti nikel, batu bara, timah, emas, perak, bijih uranium dan thorium, bijih besi, termasuk yang mengandung manganit. , batuan, tanah liat, granit, batu kapur dan pasir, minyak dan gas alam, serta hasil pertambangan lainnya.",,,,,
390,Sponsor,Mining,"Ratu Plaza Office Tower 22nd Floor
Jalan Jenderal Sudirman No. 9
Central Jakarta - 10270
Phone: +6221 725 1344
Fax: +6221 728 01978
Email: corsec@citamineral.com
www.citamineral.com",Cita Mineral Investindo,PT Cita Mineral Investindo Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak di bidang pertambangan bauksit dan alumina dengan konsesi pertambangan di Kalimantan Barat.,,,,,
391,Sponsor,Mining,"Equity Tower, 48th Floor, SCBD, Lot. 9
Jalan Jenderal Sudirman Kav 52-53
South Jakarta - 12190
Phone: +6221 515 3335
Fax: +6221 515 3759
Email: corpsec@jresources.com
www.jresources.com",J Resources Asia Pasifik,PT J Resources Asia Pasifik Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak dalam bidang pertambangan emas dan pertambangan logam mulia lainnya. Perusahaan ini dahulu bernama Pelita Sejahtera Abadi.,,,,,
392,Sponsor,Mining,"International Financial Centre Building, Floor 12A
Jalan Jenderal Sudirman Kav. 22 - 23
Jakarta - 12920
Phone: +6221 2941 0806
Fax: +6221 2941 0807
investor.relations@merdekacoppergold.com
www.merdekacoppergold.com",Merdeka Copper Gold,"PT Merdeka Copper Gold Tbk adalah perusahaan pertambangan yang berbasis di Indonesia yang bergerak dalam bidang eksplorasi dan produksi emas, perak, tembaga dan bahan terkait lainnya melalui dua anak perusahaannya Bumi Sukesindo dan Damai Sukesindo. Aset utama perusahaan ini adalah proyek pertambangan ""Tujuh Bukit"", salah satu lokasi penambangan emas dan tembaga terbesar di dunia yang belum dikembangkan, terletak di Kabupaten Banyuwangi (Jawa Timur).",,,,,
393,Sponsor,Mining,"Citicon Building, 9th Floor
Jalan Letjen S. Parman Kav. 72, 
Kelurahan Slipi, 
Kecamatan Palmerah
West Jakarta - 11410
Phone: +6221 2930 8835, Ext. 908
Fax: +6221 2930 8895
Email: corsec@smrutama.com
www.smrutama.com",SMR Utama,PT SMR Utama Tbk merupakan perusahaan yang berbasis di Indonesia yang menyediakan jasa kontraktor penambangan melalui anak perusahaan Ricobana Abadi. Perusahaan ini memiliki kontrak jangka panjang dengan produsen batubara seperti Berau Coal.,,,,,
394,Sponsor,Mining,"Jalan Jenderal Sudirman No. 51
Pangkal Pinang, Bangka 33121
Phone: +62 717 425 8000
Fax: +62 717 425 8080
Email: timah@pttimah.co.id
www.timah.com",Timah,"Timah - sebuah perusahaan milik negara - adalah produsen dan pengekspor timah Indonesia. Perseroan telah mengintegrasikan usaha pertambangan timah mulai dari eksplorasi, penambangan, pengolahan hingga pemasaran. Ini adalah salah satu perusahaan pertambangan timah terintegrasi terbesar di dunia. Dalam hal produksi timah global, Timah menguasai pangsa pasar sekitar sepuluh persen. Komoditi utama Timah adalah timah dan turunannya (timah solder, tin chemical), serta batubara. Perusahaan ini juga bergerak di bidang jasa pelayaran.",,,,,
395,Sponsor,Mining,"Plaza Bapindo, Citibank Tower, 22nd Floor
Jalan Jenderal Sudirman Kav. 54-55 
Jakarta - 12190
Phone: +62 21 524 9000
Fax: +62 21 524 9020
Email: pti_corsec@valeinco.com
www.vale.com/indonesia",Vale Indonesia,"PT Vale Indonesia Tbk merupakan produsen nikel terbesar di Indonesia. Perusahaan ini merupakan anak perusahaan Vale, perusahaan pertambangan terbesar kedua di dunia, yang berkantor pusat di Brasil. Vale Indonesia adalah perusahaan penanaman modal asing yang mengeksplorasi, menambang, memproses, dan memproduksi nikel dalam matte, produk antara, dari bijih laterit di fasilitas penambangan dan pemrosesannya di dekat Sorowako di pulau Sulawesi. Produksi Vale dikirim - berdasarkan kontrak jangka panjang dalam dolar AS - ke Jepang untuk dimurnikan. Pada akhir tahun 2013, Vale Indonesia memiliki cadangan mineral terbukti sebesar 94,2 juta metrik ton (Mt) dan cadangan mineral terkira sebesar 33,3 juta Mt.",,,,,
396,Sponsor,Mining,"Jalan Medan Merdeka Timur, No. 1A
Jakarta Pusat, 10110
Telpon: +62 21 3815 111
Email: pcc@pertamina.com
www.pertamina.com",Pertamina,"Pertamina adalah perusahaan milik negara (BUMN) terbesar di Indonesia dalam hal pendapatan dan labanya. Perusahaan ini aktif di sektor hulu dan hilir industri minyak dan gas. Sektor hulu meliputi eksplorasi dan produksi minyak, gas dan energi panas bumi, sementara kegiatan hilir mencakup pengolahan, pemasaran, perdagangan dan pengiriman.",,,,,
397,Sponsor,Mining,"Head office:
Office 8 Building, Floor 20 - 21, SCBD Lot 28
Jalan Jenderal Sudirman Kav. 52 - 53
Kebayoran Baru - Jakarta 12190
Phone: +62 2933 3000
Fax: +62 21 2933 3111
www.apexindo.com",Apexindo Pratama Duta,"PT Apexindo Pratama Duta Tbk adalah kontraktor pengeboran minyak dan gas yang berbasis di Indonesia. Perusahaan ini bergerak dalam bidang pengeboran lepas pantai dan darat untuk industri minyak dan gas, panas bumi, dan gas metana batubara dengan armada enam rig lepas pantai (dua jack-up dan empat swamp barge), delapan rig darat, dan satu kapal FPSO. Kliennya meliputi Total E&P Indonesie, Chevron, Pertamina, VICO Indonesia, dan Santos.",,,,,
398,Sponsor,Miscellaneous Industry,"Jalan Raya Pegangsaan Dua Km. 2,2
Kelapa Gading
Jakarta - 14250
Phone: +62 21 460-3550
Fax: +62 21 460 3559
Email: investor@component.astra.co.id
www.component.astra.co.id",Astra Otoparts,"PT Astra Otoparts Tbk, bagian dari Grup Astra, merupakan perusahaan komponen otomotif terkemuka di Indonesia yang memproduksi dan mendistribusikan suku cadang baik kendaraan roda dua maupun roda empat. Perusahaan ini berkembang menjadi perusahaan komponen otomotif terbesar di Indonesia yang didukung oleh tujuh unit bisnis, lima belas anak perusahaan konsolidasi, delapan belas perusahaan asosiasi dan pengendalian bersama, dua perusahaan biaya, dan 11 anak perusahaan sub-anak perusahaan. Sejumlah anak perusahaan atau perusahaan afiliasi tersebut merupakan perusahaan patungan dengan produsen komponen terkemuka dari Jepang, Tiongkok, Eropa, dan Amerika.",,,,,
399,Sponsor,Miscellaneous Industry,"Jalan Gaya Motor Raya No. 8
Sunter II - North Jakarta
Jakarta - 14330
Telpon: +62 21 652 2555
Fax: +62 21 651 2058
Email: purel@ai.astra.co.id
www.astra.co.id",Astra International,"PT Astra International Tbk (Astra) merupakan salah satu konglomerat terdiversifikasi terbesar di Indonesia. Perusahaan induk investasi ini sering dianggap sebagai barometer perekonomian Indonesia karena kehadirannya di berbagai sektor (otomotif, agribisnis, alat berat, pertambangan, energi, jasa keuangan, teknologi informasi, dan infrastruktur & Logistik).",,,,,
400,Sponsor,Miscellaneous Industry,"Wisma Hayam Wuruk, 10th Floor
Jalan Hayam Wuruk No. 8 
Jakarta - 10120
Phone: +62 21 380 5916
Fax: +62 21 380 5663
Email: gajahjak@rad.net.id
www.gt-tires.com",Gajah Tunggal,"PT Gajah Tunggal Tbk merupakan produsen ban terintegrasi terbesar di Asia Tenggara. Perusahaan ini memproduksi dan memasarkan berbagai macam ban dan ban dalam untuk sepeda motor, mobil penumpang, kendaraan komersial dan alat berat. Perusahaan juga memproduksi dan mendistribusikan produk terkait karet lainnya seperti karet sintetis, tali ban, ban dalam, penutup, o-ring dan banyak lagi.",,,,,
401,Sponsor,Miscellaneous Industry,"Jalan Pemuda No. 27
Bogor - 16161
Phone: +62 251 832 2071
Fax: +62 251 832 8088
Email: agus_setiyanegara@goodyear.com
www.goodyear-indonesia.com",Goodyear Indonesia,"PT Goodyear Indonesia Tbk, anak perusahaan Goodyear Tire & Rubber Company yang berbasis di AS, adalah produsen dan distributor ban terkemuka di Indonesia. Perusahaan memproduksi ban untuk mobil dan pesawat terbang serta komponen terkait tertentu seperti pelek roda, sabuk dan selang otomotif, komponen cetakan, dan bantalan busa.",,,,,
402,Sponsor,Miscellaneous Industry,"Jalan Pahlawan
Desa Karang Asem Timur
Citeureup Bogor - 16810
Phone: +62 21 875 2115
Fax: +62 21 875 3934
Email: deassy.aryanti@kordsaglobal.com
www.indokordsa.com",Indo Kordsa,"Indo Kordsa, anak perusahaan Kordsa Global, memproduksi dan menjual bahan penguat ban. Perusahaan yang hadir di Indonesia sejak tahun 1981 ini membuka pabrik pertamanya di Citeureup (Jawa Barat) pada tahun 1987 untuk melayani pasar domestik dan internasional.",,,,,
403,Sponsor,Miscellaneous Industry,"Wisma Indomobil, 6th Floor
Jalan M.T. Haryono Kav. 8
Jakarta - 13330
Phone: +62 21 856 4850
Fax: +62 21 856 4833
Email: csimg@indomobil.co.id
www.indomobil.com",Indomobil Sukses Internasional,"PT Indomobil Sukses Internasional Tbk merupakan grup usaha otomotif terintegrasi di Indonesia. Bidang usaha utamanya meliputi agen tunggal pemegang merek, distribusi penjualan kendaraan, layanan purna jual, pembiayaan kepemilikan kendaraan, distribusi suku cadang dengan merek “IndoParts”, perakitan kendaraan, manufaktur suku cadang/komponen otomotif dan jasa pendukung terkait lainnya. Indomobil mengelola merek internasional ternama, seperti Audi, Foton, Hino, Kalmar, Manitou, Nissan, Renault, Renault Trucks, Suzuki, Volkswagen, Volvo, Volvo Trucks, dan Mack Trucks. Perusahaan ini didirikan pada tahun 1976 dengan nama PT Indomobil Investment Corporation dan bergabung dengan PT Indomulti Inti Industri Tbk pada tahun 1997. Kemudian berubah nama menjadi PT Indomobil Sukses Internasional Tbk.",,,,,
404,Sponsor,Miscellaneous Industry,"Karawaci Office Park Blok M No 39 - 50
Lippo Karawaci
Tangerang - 15139
Phone: +62 21 558 9767
Fax: +62 21 558 9810
Email: soegiarto0530@hotmail.com",Multi Prima Sejahtera,"PT Multi Prima Sejahtera Tbk, anggota Grup Lippo, memproduksi suku cadang otomotif, busi, peralatan industri dan rumah tangga. Perusahaan memiliki pabrik di Bogor (Jawa Barat).",,,,,
405,Sponsor,Miscellaneous Industry,"Jalan Raya Lemahabang Km. 58,3
Desa Karang Sari, Kec. Kedung Waringin
East Cikarang
Phone: +62 21 891 40333
Fax: +62 21 891 40758
Email: ade.bm@multistrada.co.id
www.multistrada.co.id",Multistrada Arah Sarana,"PT Multistrada Arah Sarana Tbk adalah salah satu produsen ban mobil dan sepeda motor terkemuka di Indonesia. Perusahaan memproduksi ban radial mobil penumpang dan ban radial sepeda motor dan merupakan produsen peralatan asli. Mereknya antara lain Achilles, Corsa dan Strada.",,,,,
406,Sponsor,Miscellaneous Industry,"Jalan Raya Narogong Km. 26 Cileungsi
Bogor
Phone: +62 21 823 0968
Fax: +62 21 823 0935
Email: corporate@nipress.com
www.nipress.com",Nipress,"PT Nipress Tbk merupakan perusahaan Indonesia yang memproduksi aki mobil, aki sepeda motor, aki mobil golf, dan aki tenaga motif. Perseroan merupakan satu-satunya produsen aki mobil yang tercatat di Bursa Efek Indonesia (BEI).",,,,,
407,Sponsor,Miscellaneous Industry,"Jalan Muncul No. 1
Gedangan
Sidoarjo
Phone: +62 31 853 7088
Fax: +62 31 853 1877
Email: corsec@panther-wheels.net
www.panther-wheels.net",Prima Alloy Steel Universal,PT Prima Alloy Steel Universal Tbk merupakan perusahaan Indonesia yang memproduksi velg aluminium untuk mobil. Perusahaan ini menawarkan velg aluminium untuk mobil penumpang dan pasar penggerak 4 roda. Sebagian besar hasil produksinya diekspor ke luar negeri.,,,,,
408,Sponsor,Miscellaneous Industry,"Wisma ADR
Jalan Pluit Raya I No. 1
Jakarta
Phone: +62 21 661 0033
Fax: +62 21 661 8438
Email: adr@adr-group.com
www.adr-group.com",Selamat Sempurna,"PT Selamat Sempurna Tbk adalah salah satu produsen filter dan radiator terkemuka di Indonesia. Produsen komponen otomotif ini juga memproduksi berbagai macam produk komponen otomotif lainnya termasuk pendingin oli, kondensor, pipa rem, pipa bahan bakar, tangki bahan bakar, sistem pembuangan, dan banyak lagi.",,,,,
409,Sponsor,Miscellaneous Industry,"Jalan Laksda Yos Sudarso, Sunter II
Jakarta - 14330
Phone: +62 21 8071 898 898
Email : customer-care@toyota.astra.co.id
www.toyota.astra.co.id",Toyota Astra Motor,"PT Toyota Astra Motor Tbk merupakan distributor tunggal mobil Toyota di Indonesia. 51 persen saham perusahaan ini dimiliki oleh Astra International, salah satu konglomerat terdiversifikasi terbesar di Indonesia. Toyota Astra Motor jelas merupakan pemimpin pasar dalam penjualan mobil di Indonesia.",,,,,
410,Sponsor,Miscellaneous Industry,"Jalan Raya Bekasi KM 23,1
Cakung
East Jakarta - 13910
Phone: +62 21 460 1733
Fax: +62 21 461 0593
Email : asepkusno@kmi.co.id
www.kmi.co.id",KMI Wire and Cable,"PT KMI Wire and Cable Tbk adalah salah satu produsen kabel terkemuka di Indonesia dan salah satu pemasok utama kabel listrik ke Perusahaan Listrik Negara, distributor listrik milik negara di Indonesia. Perusahaan ini juga merupakan pemasok kabel telepon ke Telekomunikasi Indonesia, perusahaan telekomunikasi milik negara, dan pemasok kabel utama ke sektor swasta dan industri, seperti minyak dan gas, pertambangan, berbagai industri dan banyak lainnya, baik secara langsung maupun melalui negaranya. -rantai distributor dan pengecer yang luas.",,,,,
411,Sponsor,Miscellaneous Industry,"Jalan Gatot Subroto Km. 7,8
Desa Pasir Jaya Jatiuwung
Tangerang
Phone: +62 21 592 2404
Fax: +62 21 592 2576
Email: secretary-sik@gr.sei.co.jp
www.sikabel.com",Sumi Indo Kabel,"PT Sumi Indo Kabel Tbk merupakan perusahaan Indonesia yang bergerak di bidang manufaktur kabel telekomunikasi, kabel listrik, dan kawat tembaga. Perusahaan ini terdaftar di Bursa Efek pada tahun 1994 sebagai perusahaan penanaman modal asing (PMA) dengan partisipasi Sumitomo Electric Industries Ltd Jepang, salah satu perusahaan kabel dan kawat terbesar di dunia.",,,,,
412,Sponsor,Miscellaneous Industry,"Jalan Pelita VI No. 99
Batam - 29432
Phone: +62 778 425 888
Fax: +62 778 459 669
Email: rusdiana@satnusa.com
www.satnusa.com",Sat Nusapersada,PT Sat Nusapersada Tbk merupakan perusahaan Indonesia yang menyediakan jasa manufaktur elektronik.,,,,,
413,Sponsor,Miscellaneous Industry,"Graha Mas Fatmawati B10
Jalan RS Fatmawati No. 71 
Kebayoran Baru
South Jakarta
Phone: +62 21 726 2081
Fax: +62 21 722 3140
Email: corporate@sky-energy.co.id
www.jskye.com",Sky Energy Indonesia,PT Sky Energy Indonesia Tbk adalah produsen panel surya yang berbasis di Indonesia.,,,,,
414,Sponsor,Miscellaneous Industry,"Gedung Manajemen Garuda Indonesia
3rd Floor Area
Perkantoran Bandara Soekarno Hatta
Kelurahan Pajang
Kecamatan Benda
Tangerang (Cengkareng)
Phone: +62 21 550 8717
Fax: +62 21 550 3555
Email: corporatecommunications@gmf-aeroasia.co.id
www.gmf-aeroasia.co.id",Garuda Maintenance Facility AeroAsia,"PT Garuda Maintenance Facility Aero Asia Tbk (GMF AeroAsia) adalah perusahaan perawatan, perbaikan, dan overhaul (MRO) pesawat yang berbasis di Indonesia. Merupakan perusahaan MRO terbesar di Indonesia yang menyediakan solusi terintegrasi untuk pelanggan dalam dan luar negeri.",,,,,
415,Sponsor,Miscellaneous Industry,"Graha Arda Lt. 2 Unit 2A-2
Jalan H.R. Rasuna Said Kav. B6 
Setiabudi - Kuningan
South Jakarta - 12910
Phone: +62 21 522 0310
Fax: +62 21 522 0313
Email: corpsec@eratex.co.id
www.eratexco.com",Eratex Djaja,"PT Eratex Djaja Tbk adalah perusahaan manufaktur tekstil terintegrasi yang berbasis di Indonesia. Ruang lingkup bisnisnya meliputi pemintalan, penenunan, pencelupan, penyelesaian akhir, percetakan, pemintalan palsu, perajutan, dan pembuatan garmen. Fasilitas produksi utama perusahaan terletak di Probolinggo (Jawa Timur).",,,,,
416,Sponsor,Miscellaneous Industry,"Jalan Siliwangi No. 178
 Alam Jaya, Jatiuwung
 Tangerang - 15133
 Phone: +6221 590 0718
 Fax: +6221 590 0706
 Email: iswardeni@pbrx.co.id
www.panbrotherstbk.com",Pan Brothers,"PT Pan Brothers Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak dalam bidang manufaktur garmen. Ini adalah salah satu perusahaan terkemuka di industri pakaian jadi Indonesia. Saat ini perusahaan memiliki 23 pabrik di delapan kota (termasuk Tangerang, Sukabumi, Bandung, Boyolali, dan Sragen). Produknya diekspor ke Amerika, Eropa, dan Asia. Pan Brothers memiliki sepuluh anak perusahaan, termasuk satu di Singapura dan Hong Kong.",,,,,
417,Sponsor,Miscellaneous Industry,"Jalan Mahar Martanegara No. 170, 
Baros, Central Cimahi,
West Java - 40522
Phone: +62 22 661 3333
Fax: +62 22 661 3377
Email: bellini@trisula.com
www.trisula.com",Trisula Textile Industries,PT Trisula Textile Industries Tbk adalah produsen tekstil yang berbasis di Indonesia.,,,,,
418,Sponsor,Miscellaneous Industry,"Jalan KH Wahid Hasyim 147
 Jakarta - 10240
 Phone: +62 21 310 0995
 Fax: +62 21 380 3276
www.sritex.co.id",Sri Rejeki Isman,"PT Sri Rejeki Isman Tbk, lebih dikenal sebagai Sritex, adalah produsen tekstil dan garmen yang terintegrasi secara vertikal di Indonesia. Perusahaan ini, produsen tekstil terbesar di Asia Tenggara, memiliki empat unit produksi: pemintalan, penenunan, pencelupan, dan garmen.",,,,,
419,Sponsor,Miscellaneous Industry,"Jalan Raya Bogor Km 27
Ciracas - East Jakarta
Phone: +62 21 877 11907
Fax: +62 21 870 4294
Email: achmad_zalafik@ina.toray.co.id
www.toray.co.id",Centex,"Didirikan dengan nama PT Century Textile Industry Tbk (disingkat Centex), perusahaan ini merupakan bisnis tekstil yang terintegrasi penuh di Indonesia. Memproduksi kain T/C, CVC, dobby dan oxford, kain kaos termasuk proses pemintalan, penenunan dan pencelupan atau finishing.",,,,,
420,Sponsor,Miscellaneous Industry,"Jalan H. Fachruddin No. 16
Jakarta - 10250
Phone: +62 21 316 0238
Fax: +62 21 316 0271
Email: erlien@evershinetex.com
www.evershinetex.com",Ever Shine Textile Industry,PT Ever Shine Textile Industry Tbk adalah produsen benang dan kain sintetis Poliamida 6 yang terintegrasi penuh dan berbasis di Indonesia.,,,,,
421,Sponsor,"Property, Real Estate & Building Construction","Acset Building, 
Jalan Majapahit No. 26 
South Petojo, Gambir
Jakarta - 10160
Phone: +62 21 351 1961
Fax: +62 21 3441 413
Email: corporate.secretary@acset.co
www.acset.co",Acset Indonusa,"PT Acset Indonusa Tbk adalah perusahaan konstruksi yang berbasis di Indonesia yang menyediakan jasa teknis dan konstruksi dalam pekerjaan bangunan, sipil dan kelautan. Acset Indonusa telah berkembang menjadi salah satu kontraktor bangunan terkemuka di Indonesia. Perusahaan yang didirikan pada tahun 1995 oleh Ronnie Tan dan Hilarius Arwandhi ini berfokus pada pengembangan bangunan komersial, residensial, dan industri. Proyek penting Acset Indonusa termasuk Pacific Place (pusat perbelanjaan dan hotel di Kawasan Pusat Bisnis Jakarta), Bahana Office Tower di Mega Kuningan (Jakarta), dan Gandaria City Mall (Jakarta).",,,,,
422,Sponsor,"Property, Real Estate & Building Construction","Kawasan Industri Olympic - Hall 6
Jalan Kaum Sari No. 1
Kedung Halang Talang
Bogor - 16151
West Java
Phone: +62 251 8666 873
Fax: +62 251 8666 875
Email: corporate.secretary@csis.co.id
www.furniturplano.id",Cahayasakti Investindo Sukses,"PT Cahayasakti Investindo Sukses Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak dalam bidang manufaktur furnitur untuk kantor, tempat duduk umum, lembaga pendidikan, kafe & restoran, hotel & resor, rumah & apartemen, serta rumah sakit & klinik. Perusahaan ini merupakan anggota dari Olympic Group, sekelompok perusahaan terkenal di industri furnitur.",,,,,
423,Sponsor,"Property, Real Estate & Construction","Jalan Raya Pasar Minggu Km. 18
Jakarta 12510
Telpon: +62 21 797 5312
Faks: +62 21 797 5311
Email: e.adhinet@adhi.co.id 
www.adhi.co.id",Adhi Karya,"Adhi Karya adalah sebuah perusahaan Indonesia yang bergerak di bidang jasa konstruksi, pembangunan infrastruktur, properti, real estate dan EPC (engineering, pengadaan & konstruksi). Proyek-proyek infrastrukturnya mencakup jalan, jembatan, saluran irigasi, pembangkit listrik dan pelabuhan, sementara proyek-proyek konstruksi bangunannya mencakup gedung pencakar langit, hotel, rumah sakit dan sekolah. Perusahaan ini dimiliki sepenuhnya oleh pemerintah Indonesia sampai tahun 2004 waktu Pemerintah menjual 49% sahamnya di Bursa Efek Indonesia (BEI).",,,,,
424,Sponsor,"Property, Real Estate & Construction","Komp. Ruko Permata Kota Blok E10
Jalan P. Tubagus Angke No. 170
North Jakarta - 14450
Phone: +62 21 6667 1549
Fax: +62 21 6667 1549
Email: mitrapemuda@cbn.net.id
www.mitrapemuda.co.id",Mitra Pemuda,"PT Mitra Pemuda Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak di bidang konstruksi, khususnya konstruksi baja.",,,,,
425,Sponsor,"Property, Real Estate & Construction","Kawasan Industri MM2100
Jalan Sumatera Desa Gandari,
Kecamatan West Cikarang
Bekasi
Phone: +62 21 252 5334
Fax: +62 21 252 0087
Email: corp.secr@bfie.co.id
www.bekasifajar.com",Bekasi Fajar Industrial Estate,"PT Bekasi Fajar Industrial Estate Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak dalam bidang pengembangan, konstruksi dan pengelolaan kawasan industri (termasuk fasilitas dan infrastruktur pendukung).",,,,,
426,Sponsor,"Property, Real Estate & Construction","Wisma 77, Tower 1, 8th Floor
Jalan Jenderal S. Parman Kav. 77
West Jakarta - 11410
Phone: +62 21 5366 9777
Fax: +62 21 5366 1752
Email: corporate@forzaland.com
www.forzaland.com",Forza Land Indonesia,PT Forza Land Indonesia Tbk adalah perusahaan yang berbasis di Indonesia yang menawarkan layanan pengembangan real estate.,,,,,
427,Sponsor,"Property, Real Estate & Construction","Easton Commercial Centre
Jalan Gunung Panderman Kav. 05
Lippo Cikarang, Bekasi 17550
Phone: +62 21 897 2484
Fax: +62 21 897 2093
Email: corsec@lippo-cikarang.com
www.lippo-cikarang.com",Lippo Cikarang,"PT Lippo Cikarang Tbk adalah salah satu perusahaan pengembangan perkotaan terbesar di Indonesia. Perusahaan memulai kegiatannya pada tahun 1990-an dengan pengembangan kawasan industri dan perumahan ramah lingkungan di Cikarang (Bekasi), sekitar 30 kilometer sebelah timur Jakarta. Perusahaan ini merupakan anak perusahaan Lippo Karawaci, salah satu pengembang properti terdaftar terbesar di Indonesia.",,,,,
428,Sponsor,"Property, Real Estate & Construction","Menara Matahari, 22th Floor
7 Boulevard Palem Raya, Lippo Village Central
Tangerang - 15811
Phone: +62 21 2566 9000
Fax: +62 21 2566 9099
Email: corsec@lippokarawaci.co.id
www.lippokarawaci.co.id",Lippo Karawaci,"PT Lippo Karawaci Tbk adalah pengembang properti terdaftar terbesar di Indonesia. Bisnis intinya adalah pengembangan perumahan dan kota, mal ritel, rumah sakit, hotel, dan manajemen aset. Lippo Karawaci berafiliasi dengan Grup Lippo, sebuah konglomerat yang bergerak di bidang properti, perhotelan, layanan kesehatan, multimedia, keuangan, pendidikan, ritel, dan hipermarket.",,,,,
429,Sponsor,"Property, Real Estate & Construction","Gd. Ariobimo Sentral Lt. 10
Jalan H.R. Rasuna Said Blok X-2, Kav. 5
Jakarta - 12940
Phone: +62 21 522 6188
Fax: +62 21 522 6189
corpsec@metropolitanland.com
www.metropolitanland.com",Metropolitan Land,"PT Metropolitan Land Tbk adalah pengembang real estate dan properti yang berbasis di Indonesia. Perusahaan fokus pada properti residensial dan komersial segmen menengah ke bawah, menengah dan menengah ke atas di Jakarta serta wilayah sekitar Jakarta yang ditandai dengan tingkat pertumbuhan penduduk yang tinggi. Pengembangan real estat Metropolitan Land mencakup rumah tinggal, ruko, kondominium, hotel, pusat perbelanjaan, serta pusat olahraga.",,,,,
430,Sponsor,"Property, Real Estate & Construction","East Coast Center 5th Floor
Pakuwon Town Square - Pakuwon City
Jln. Kejawan Putih Mutiara No. 17, Surabaya
Phone: +6231 582 08788
Fax: +6231 582 08798
Email: minarto@pakuwon.com
www.pakuwon.com",Pakuwon Jati,"PT Pakuwon Jati Tbk adalah pengembang real estat terdiversifikasi yang berbasis di Indonesia yang berfokus di kota Jakarta dan Surabaya (di Jawa). Perusahaan ini memiliki pengalaman lebih dari tiga dekade dalam pengembangan, pemasaran dan pengoperasian proyek properti. Ini terintegrasi secara vertikal yang mencakup pembebasan lahan, pengembangan properti, pemasaran dan manajemen operasional.",,,,,
431,Sponsor,"Property, Real Estate and Building Construction","Jalan Kramat Raya No. 32-34
Jakarta - 10450
Phone: +62 21391 6338
Fax: +62 21 319 35557
info@bumicitrapermai.com
www.bumicitrapermai.com",Bumi Citra Permai,Bumi Citra Permai adalah perusahaan properti berbasis di Indonesia yang bergerak dalam pengembangan kawasan industri dan kawasan pergudangan.,,,,,
432,Sponsor,"Property, Real Estate and Building Construction","Jalan Perintis Kemerdekaan No. 42
East Jakarta
Phone: +62 21 489 2107
Fax: +62 21 489 2976
Email: corp_secretary@summarecon.com
www.summarecon.com",Summarecon Agung,"PT Summarecon Agung Tbk adalah perusahaan konstruksi dan pengembangan real estat Indonesia. Dengan pengalaman selama 40 tahun, perusahaan ini merupakan salah satu perusahaan properti terkemuka di Indonesia, khususnya dalam pengembangan kota mandiri yang merupakan bisnis inti Summarecon Agung. Pengembangan kota mandiri meliputi pengembangan perumahan dan komersial (didukung infrastruktur dan fasilitas seperti sekolah dan rumah sakit), pusat perbelanjaan, hotel, dan lapangan golf.",,,,,
433,Sponsor,"Property, Real Estate and Construction","Plaza PP
Jalan Letjend. T.B. Simatupang No. 57, 
Pasar Rebo, Jakarta - 13760
Phone: +62 21 840 3883
Fax: +62 21 840 3890
Email: asdir@pt-pp.com
www.pt-pp.com",Pembangunan Perumahan,"PT Pembangunan Perumahan Tbk (PP) adalah perusahaan konstruksi dan investasi yang dikendalikan pemerintah di Indonesia. Bidang usaha perusahaan terdiri dari jasa konstruksi di bidang bangunan dan infrastruktur, properti, engineering, pengadaan dan konstruksi (EPC), serta investasi.",,,,,
